V,Libelle GEN,Libelle ROME,Code ROME,score
Na,Expert en technologie de l’information,Ingénieur / Ingénieure en cristallographie en industrie,H1206,24.5022131392365
Na,Webmaster,Responsable de gestion de configuration,M1805,20.1091512437422
Na,Responsable CRM,Responsable service consommateurs,M1704,53.2411110373703
Na,Technicien helpdesk,Technicien / Technicienne en téléassistance en informatique,I1401,1.84861076825052
Na,Traffic manager,Data manager,M1802,6.00584458728025
Na,Responsable Sécurité de l'information,Spécialiste de l'information météorologique,M1809,51.0952100284769
Na,Conseiller support technique,Expert / Experte support technique,H1101,27.7215628791454
Na,Directeur de projet,Directeur / Directrice de projet en informatique,M1803,55.311440822333
Na,Développeur de jeux vidéos,Graphiste 2 D - jeux vidéo,E1205,40.5625054547291
Na,Game designer,Lead game designer - jeux vidéo,E1104,60.9860491361128
Na,Administrateur réseau,Responsable du réseau informatique,M1803,59.5855644964953
Na,Chargé de production vidéos,Rédacteur / Rédactrice de presse,E1106,58.044309107229
Na,Animateur 3D,Modeleur / Modeleuse 3 D,E1205,47.1791305092267
Na,Ingénieur en Machine Learning,Ingénieur / Ingénieure de conception et développement en industrie,H1206,38.411600634526
Na,Animateur 3D,Animateur / Animatrice d'atelier d'activités manuelles,G1202,54.4813192563132
Na,Responsable communication digitale,Responsable de l'information et de la communication,E1103,20.6151318899017
Na,Technicien data,Technicien restituteur / Technicienne restitutrice photogrammètre,M1808,9.38246823332502
Na,Chef de projet technique,Chef de publicité d'agence,E1401,53.1377851374056
Na,Administrateur système et réseau,Administrateur / Administratrice de théâtre,L1302,47.6512955875558
Na,Game designer,Lead programmeur / programmeuse - jeux vidéo,M1805,17.1665162574657
Na,Ingénieur en Machine Learning,Doubleur finisseur / Doubleuse finisseuse en fourrure,B1803,11.9516087268323
Na,Ingénieur IOT,Ingénieur / Ingénieure de contrats industriels,H1102,57.2055908717393
Na,Data Architect,Data analyst,M1403,1.42610452804532
Na,Expert en système d’information,Dessinateur / Dessinatrice d'exécution en électricité,H1202,43.1108684968908
Na,Développeur Web,Acheteur / Acheteuse d'espaces publicitaires web,E1402,7.76484333507114
Na,Directeur de projet,Directeur / Directrice de production audiovisuelle,L1302,52.9508051537248
Na,Chef de projet systèmes d'information,Responsable d'atelier d'impression,E1303,42.295841953428
Na,Developpeur Back-End,Ingénieur / Ingénieure en aéronautique en industrie,H1206,16.6790135617337
Na,Technicien système et réseau,Technicien / Technicienne en électrotechnique études et développement,H1209,36.3309311723315
Na,Ingénieur en Machine Learning,Ingénieur / Ingénieure en développement d'applications,M1805,7.86019771705932
Na,Ingenieur systèmes,Ingénieur / Ingénieure analyste en système d'information,M1805,6.55583620160919
Na,Responsable sécurité des systèmes d'information,Gestionnaire Systèmes d'Information Géographique -SIG-,M1808,24.0026354529295
Na,Technicien cybersécurité,Expert / Experte en cybersécurité,M1802,12.0361436285614
Na,Créateur d'entreprise,Programmeur / Programmeuse d'études,M1805,40.9152046301861
Na,Spécialiste support,Support technique hot line en informatique,I1401,44.9064785238352
Na,Forgeur numérique,Graveur / Graveuse sur commande numérique,E1306,24.9931627957717
Na,Technicien helpdesk,Support technique hot line en informatique,I1401,39.3207847599048
Na,Expert en technologie de l’information,Ingénieur / Ingénieure en automobile en industrie,H1206,37.8625798145628
Na,Chef de projet digital,Responsable de projet industriel,H1206,18.6122461490483
Na,Gestionnaire de base de données,Opérateur / Opératrice de prépresse,E1306,50.5027900104371
Na,Conseiller support technique,Nomenclaturiste en rédaction technique,H1207,24.1905254213224
Na,Développeur machine learning,Assistant / Assistante de laboratoire de recherche,H1210,58.9894804316153
Na,Chef de projet web,Assistant / Assistante de rédaction,E1106,10.7129384386888
Na,Coordinateur de projet,Directeur / Directrice de projet télécoms,M1803,9.18019736242349
Na,Ingénieur en Machine Learning,Ingénieur / Ingénieure recherche développement packaging,H1206,57.1990822679288
Na,Chef de projet technique,Chef de publicité online,E1401,42.1257011294579
Na,Spécialiste test et validation,Ingénieur / Ingénieure des mesures et tests en industrie,H1206,40.0391683122345
Na,Technicien en télécommunication,Technicien / Technicienne en télécommunications études et développement,H1209,95.5500575547545
Na,Expert en technologie de l’information,Expert / Experte en cybersécurité,M1802,44.5920774034049
Na,Chef de projet web,Responsable de communication interne,E1103,49.6999575644487
Na,Gestionnaire de base de données,Administrateur / Administratrice de plateforme de service,M1801,54.2139664193461
Na,Ingénieur DevOps,Ingénieur / Ingénieure réseau informatique,M1802,15.9225356812563
Na,Technicien helpdesk,Technicien / Technicienne de fabrication d'édition,E1308,35.6643359162102
Na,Développeur Data,Développeur / Développeuse informatique,M1805,45.3642102129139
Na,Chef de projet technique,Chef d'équipe en industrie graphique,E1303,37.0140996953707
Na,Chef de projet systèmes d'information,Consultant fonctionnel / Consultante fonctionnelle des systèmes d'information,M1806,32.7144312880404
Na,Technicien d'exploitation,Traducteur / Traductrice d'édition,E1108,4.90720278242868
Na,Développeur Full Stack,Développeur / Développeuse de positifs de films cinématographiques,E1202,34.5747683335688
Na,Technicien cybersécurité,Technicien / Technicienne en développement systèmes laser,H1210,18.0839453150455
Na,Fablab manager,Facilitateur / Facilitatrice de FabLab - laboratoire de fabrication numérique,G1202,58.41668238503
Na,Entrepreneur digital,Dessinateur / Dessinatrice d'études en électronique,H1202,29.0241119667946
Na,Developpeur Back-End,Ingénieur / Ingénieure en automobile en industrie,H1206,55.1525534610876
Na,Technicien en télécommunication,Technicien / Technicienne d'expérimentation en recherche-développement,H1210,24.5946433374151
Na,Technicien système et réseau,Technicien / Technicienne d'études en automatisme,H1208,38.0173243604432
Na,Chargé de marketing digital,Chargé / Chargée des relations publiques,E1103,9.2522492281685
Na,Security Architect,Architecte multimédia,M1802,22.3908339464134
Na,Product Owner,Responsable de produit,M1703,33.0148792984018
Na,Ingénieur logiciel en robotique,Ingénieur / Ingénieure logiciel informatique,M1805,17.948930966631
Na,Conseiller support technique,Conseiller / Conseillère en droit social,K1903,21.6338642579274
Na,Chef de projet digital,Chef de projet d'affaires d'ingénierie industrielle,H1102,13.0926202752822
Na,Fablab manager,Designer manager,H1204,11.577789287013
Na,Fablab manager,Chef d'achat d'espaces publicitaires,E1402,8.05783006646727
Na,Administrateur Système d'information,Directeur / Directrice d'information,E1106,50.7366001904302
Na,Chef de projet digital,Chef d'équipe de help desk en informatique,I1401,6.55253571655733
Na,Chargé de communication web,Journaliste de « communication de ville »,E1106,52.7380490179785
Na,UX Designer,Graphiste multimédia,E1205,48.6739819721357
Na,Ingénieur en Machine Learning,Ingénieur / Ingénieure frigoriste en industrie,H1206,39.4791711516185
Na,Responsable marketing digital,Responsable du service prépresse,E1306,57.3324771998895
Na,Chargé de communication web,Webmaster chargé / chargée de communication,E1103,94.3522116652072
Na,Analyste SOC,Ingénieur mécanicien / Ingénieure mécanicienne des sols et des roches,F1105,49.2642297766154
Na,Chef de projet agile,Responsable de projet d'affaires en industrie,H1102,5.69003620055534
Na,Ingenieur systèmes,Ingénieur / Ingénieure de développement informatique,M1805,49.0605161056117
Na,Vidéaste,Façonneur / Façonneuse de plans,E1307,17.7197292200247
Na,Ingenieur systèmes,Ingénieur papetier / Ingénieure papetière en industrie,H1206,27.3567649724492
Na,Technicien base de données,Organisateur / Organisatrice de manifestations,E1107,6.54990095827886
Na,Architecte IoT,Architecte réseaux de télécoms,M1804,15.2224673692118
Na,Chargé de marketing digital,Chargé / Chargée de presse,E1103,8.77707878989041
Na,Gestionnaire de base de données,Dactylographe de séances,M1606,4.37468810339608
Na,Technicien base de données,Producteur / Productrice de spectacles,L1302,54.3501325508997
Na,Expert en technologie de l’information,Technicien / Technicienne en système naturels,H1210,50.2806715169202
Na,Directeur de projet,Directeur / Directrice de création designer,H1204,58.1495394189989
Na,Developpeur Back-End,Ingénieur / Ingénieure de suivi d'affaires en industrie,H1102,53.3644607173056
Na,Chef de projet communication digitale,Chef de produit digital,M1703,47.8382098494685
Na,Ingénieur en Machine Learning,Ingénieur / Ingénieure en automobile en industrie,H1206,11.7784003899641
Na,Ingénieur en Machine Learning,Dessinateur / Dessinatrice en machines spéciales,H1203,21.3691931240013
Na,Administrateur Système d'information,Ingénieur / Ingénieure analyste en système d'information,M1805,15.4993962794619
Na,IA product Manager,Product manager,M1703,27.8659519944776
Na,Ingénieur logiciel en robotique,Analyste en vulnérabilité de code logiciel,M1802,34.9553734787373
Na,"Spécialiste systèmes, réseaux et sécurité",Administrateur / Administratrice système et réseaux d'information et de communication,M1801,47.0005534598552
Na,Ingénieur Cloud computing,Architecte cloud,M1802,55.451683173946
Na,Security Architect,Administrateur / Administratrice sécurité informatique,M1801,16.9153367983152
Na,Ingénieur en Machine Learning,Ingénieur / Ingénieure ERD en éco-conception produits,H1206,40.5112599751856
Na,Administrateur Système d'information,Administrateur / Administratrice système et réseaux d'information et de communication,M1801,13.4298196495091
Na,Game designer,Directeur / Directrice artistique - jeux vidéo,E1104,24.7177799521567
Na,Technicien en télécommunication,Photographe en industrie graphique,E1201,27.7692011915726
Na,Chef de projet digital,Chef d'équipe de production informatique,M1810,26.2328852220551
Na,Product Manager,Product manager,M1703,95.3840955245586
Na,Chef de projet web,Chef de produits design,H1204,16.4322432404483
Na,Architecte Cloud,Architecte système d'information,M1802,37.8623926078322
Na,Developpeur IOT,Responsable de programmes réseaux de télécoms,M1804,34.3549788531451
Na,Chef de projet technique,Chef de laboratoire photographique,E1203,19.1888390290716
Na,Developpeur IOT,Développeur / Développeuse informatique,M1805,12.4307019366001
Na,Développeur de jeux vidéos,Game designer - jeux vidéo,E1104,56.0490234514249
Na,Motion Designer,Writer designer,E1102,58.5192941420415
Na,Chef de projet technique,Chargé / Chargée des relations publiques digitales,E1103,19.6650823523322
Na,Ingénieur DevOps,Analyste de gestion informatique,M1805,16.485210206785
Na,Ingénieur logiciel en robotique,Ingénieur / Ingénieure en aéronautique en industrie,H1206,48.1468542771126
Na,UI Designer,Designer / Designeuse maquettiste,H1204,34.0316358194929
Na,UX Designer,Designer / Designeuse ergonome,H1204,41.2706337463205
Na,Chef de projet technique,Chef de projet recherche et développement en industrie,H1206,58.6748309823469
Na,Data Miner,Data scientist,M1403,6.92179347449382
Na,Couteau suisse du numérique,Coloriste numérique,E1205,25.0488582640193
Na,Technicien helpdesk,Technicien / Technicienne en sciences des matériaux,H1210,31.8055166355777
Na,Expert en technologie de l’information,Ingénieur / Ingénieure de bureau d'études en industrie,H1206,45.5353885114374
Na,Technicien helpdesk,Technicien / Technicienne des industries graphiques,E1308,31.93223113648
Na,Architecte base de données,Guetteur / Guetteuse de la flotte,M1807,15.4708590594907
Na,Ingenieur systèmes,Ingénieur / Ingénieure hydrographe,M1808,28.7051159178574
Na,Ingenieur systèmes,Ingénieur / Ingénieure en systèmes électriques en industrie,H1206,31.3213339607757
Na,Expert en technologie de l’information,Technicien / Technicienne de maintenance de réseaux informatiques,I1401,7.6976035545932
Na,Chef de projet web,Agent / Agente de maintenance de machines de bureau,I1401,10.078548949422
Na,Animateur 3D,Modélisateur / Modélisatrice 3D - films d'animation,L1510,51.0545578379129
Na,Responsable marketing digital,Responsable marketing digital,M1705,85.1311614563489
Na,Ingenieur systèmes,Ingénieur / Ingénieure textile en industrie,H1206,56.0946090649339
Na,Expert en technologie de l’information,Conseiller / Conseillère en organisation de mariages,E1107,18.472573050559
Na,Ingénieur DevOps,Ingénieur / Ingénieure d'études-développement,H1206,10.9318828699188
Na,Expert en technologie de l’information,Ingénieur / Ingénieure en thermodynamique en industrie,H1206,28.9636390848246
Na,Chef de projet communication digitale,Directeur / Directrice de la communication,E1103,10.6491582425096
Na,Ingenieur systèmes,Ingénieur / Ingénieure plasturgiste en industrie,H1206,15.1669011504967
Na,Ingenieur systèmes,Ingénieur / Ingénieure en propriété industrielle,H1206,7.42999500727199
